,komnr,variable,2015,2016,2017,2018,2019,2020,2021
2376,4631,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",56.0,67.0,87.0,89.0,91.0,103.0,84.0
2377,4632,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2378,4632,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2379,4632,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2380,4632,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",10.0,10.0,8.0,13.0,13.0,19.0,17.0
2381,4632,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",7.0,,5.0,7.0,9.0,9.0,8.0
2382,4632,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",24.0,,18.0,18.0,13.0,14.0,21.0
2383,4632,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",7.0,5.0,7.0,5.0,,,5.0
2384,4632,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",25.0,24.0,21.0,17.0,,,21.0
2385,4632,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2386,4633,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2387,4633,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2388,4633,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2389,4633,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",5.0,8.0,9.0,7.0,9.0,5.0,
2390,4633,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",,,,,,,
2391,4633,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",,,,,,,
2392,4633,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",,,,,,,
2393,4633,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",,,,,,,
2394,4633,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2395,4634,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2396,4634,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2397,4634,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2398,4634,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",10.0,9.0,7.0,9.0,5.0,9.0,6.0
2399,4634,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",9.0,10.0,9.0,8.0,8.0,9.0,9.0
2400,4634,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",19.0,21.0,19.0,25.0,31.0,28.0,38.0
2401,4634,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",16.0,18.0,13.0,13.0,15.0,27.0,30.0
2402,4634,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",46.0,47.0,46.0,39.0,38.0,34.0,36.0
2403,4634,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2404,4635,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,9.0,
2405,4635,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,9.0,
2406,4635,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,5.0,
2407,4635,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",19.0,17.0,19.0,23.0,16.0,23.0,18.0
2408,4635,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",10.0,8.0,10.0,9.0,11.0,11.0,15.0
2409,4635,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",31.0,29.0,29.0,36.0,33.0,36.0,41.0
2410,4635,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",13.0,10.0,12.0,10.0,20.0,18.0,17.0
2411,4635,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",34.0,33.0,34.0,30.0,35.0,44.0,42.0
2412,4635,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,14.0,
2413,4636,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2414,4636,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2415,4636,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2416,4636,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",,,,,,,
2417,4636,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",,,,,,,
2418,4636,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",,,,,,,
2419,4636,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",5.0,5.0,,,,7.0,7.0
2420,4636,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",13.0,11.0,,,,16.0,22.0
2421,4636,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2422,4637,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2423,4637,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2424,4637,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2425,4637,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",8.0,7.0,8.0,9.0,10.0,11.0,9.0
2426,4637,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",7.0,8.0,6.0,7.0,6.0,7.0,7.0
2427,4637,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",24.0,26.0,26.0,20.0,20.0,10.0,11.0
2428,4637,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",7.0,10.0,13.0,12.0,12.0,8.0,7.0
2429,4637,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",24.0,22.0,23.0,22.0,20.0,23.0,30.0
2430,4637,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2431,4638,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,5.0,
2432,4638,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,11.0,
2433,4638,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,9.0,
2434,4638,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",14.0,16.0,19.0,18.0,22.0,25.0,23.0
2435,4638,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",28.0,30.0,37.0,37.0,37.0,36.0,35.0
2436,4638,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",66.0,68.0,60.0,59.0,59.0,52.0,42.0
2437,4638,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",53.0,58.0,68.0,68.0,60.0,58.0,61.0
2438,4638,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",81.0,88.0,99.0,85.0,81.0,90.0,94.0
2439,4638,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,14.0,
2440,4639,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2441,4639,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2442,4639,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2443,4639,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",22.0,22.0,14.0,18.0,24.0,21.0,26.0
2444,4639,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",9.0,10.0,11.0,13.0,12.0,11.0,11.0
2445,4639,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",38.0,42.0,40.0,39.0,35.0,35.0,43.0
2446,4639,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",24.0,24.0,17.0,17.0,17.0,15.0,10.0
2447,4639,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",58.0,72.0,66.0,68.0,66.0,74.0,55.0
2448,4639,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2449,4640,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",29.0,31.0,31.0,28.0,25.0,26.0,20.0
2450,4640,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",25.0,22.0,19.0,22.0,24.0,51.0,50.0
2451,4640,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",15.0,9.0,12.0,14.0,10.0,12.0,15.0
2452,4640,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",88.0,86.0,90.0,90.0,88.0,89.0,85.0
2453,4640,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",65.0,61.0,68.0,58.0,56.0,50.0,43.0
2454,4640,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",114.0,108.0,96.0,77.0,84.0,84.0,80.0
2455,4640,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",62.0,69.0,76.0,84.0,39.0,40.0,45.0
2456,4640,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",152.0,150.0,160.0,160.0,131.0,121.0,126.0
2457,4640,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",44.0,40.0,43.0,42.0,35.0,38.0,35.0
2458,4641,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2459,4641,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2460,4641,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2461,4641,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",10.0,14.0,11.0,9.0,10.0,12.0,16.0
2462,4641,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",12.0,9.0,7.0,10.0,8.0,9.0,6.0
2463,4641,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",20.0,24.0,20.0,22.0,21.0,16.0,11.0
2464,4641,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",6.0,7.0,6.0,,,,
2465,4641,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",44.0,37.0,28.0,,,,
2466,4641,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2467,4642,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,8.0,,,
2468,4642,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,11.0,,,
2469,4642,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,5.0,,,
2470,4642,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",17.0,16.0,18.0,24.0,19.0,18.0,18.0
2471,4642,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",14.0,13.0,15.0,14.0,17.0,15.0,13.0
2472,4642,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",30.0,27.0,27.0,28.0,30.0,30.0,27.0
2473,4642,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",7.0,8.0,8.0,7.0,8.0,9.0,6.0
2474,4642,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",33.0,28.0,29.0,32.0,31.0,36.0,40.0
2475,4642,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,13.0,,,
2476,4643,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2477,4643,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2478,4643,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2479,4643,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",33.0,28.0,29.0,25.0,21.0,23.0,39.0
2480,4643,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",50.0,33.0,33.0,40.0,38.0,35.0,39.0
2481,4643,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",74.0,84.0,86.0,94.0,92.0,77.0,83.0
2482,4643,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",67.0,78.0,73.0,56.0,52.0,61.0,66.0
2483,4643,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",118.0,117.0,116.0,108.0,100.0,108.0,81.0
2484,4643,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2485,4644,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",27.0,28.0,,30.0,30.0,,27.0
2486,4644,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",33.0,30.0,,30.0,29.0,,29.0
2487,4644,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",5.0,5.0,,5.0,5.0,,5.0
2488,4644,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",65.0,63.0,74.0,65.0,64.0,63.0,61.0
2489,4644,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",35.0,49.0,17.0,43.0,51.0,45.0,44.0
2490,4644,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",60.0,63.0,71.0,71.0,68.0,62.0,63.0
2491,4644,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",57.0,70.0,14.0,64.0,64.0,80.0,74.0
2492,4644,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",77.0,87.0,83.0,75.0,67.0,73.0,80.0
2493,4644,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",32.0,33.0,,35.0,35.0,,32.0
2494,4645,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",13.0,11.0,15.0,7.0,6.0,9.0,9.0
2495,4645,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",8.0,8.0,8.0,7.0,7.0,8.0,8.0
2496,4645,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",10.0,7.0,5.0,6.0,6.0,9.0,6.0
2497,4645,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",31.0,26.0,28.0,20.0,19.0,26.0,23.0
2498,4645,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",41.0,43.0,38.0,30.0,25.0,23.0,26.0
2499,4645,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",47.0,56.0,59.0,62.0,60.0,59.0,57.0
2500,4645,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",15.0,19.0,25.0,37.0,36.0,32.0,28.0
2501,4645,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",57.0,60.0,66.0,69.0,74.0,68.0,68.0
2502,4645,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",23.0,18.0,20.0,13.0,12.0,18.0,15.0
2503,4646,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,,,,,
2504,4646,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,,,,,
2505,4646,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,,,,,
2506,4646,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",24.0,22.0,19.0,18.0,18.0,20.0,19.0
2507,4646,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",14.0,15.0,16.0,15.0,17.0,16.0,15.0
2508,4646,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",34.0,32.0,32.0,34.0,37.0,37.0,41.0
2509,4646,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",16.0,24.0,16.0,16.0,20.0,26.0,32.0
2510,4646,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",50.0,50.0,52.0,51.0,48.0,53.0,50.0
2511,4646,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,,,,,
2512,4647,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",36.0,58.0,51.0,51.0,59.0,72.0,84.0
2513,4647,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",7.0,54.0,44.0,48.0,46.0,70.0,70.0
2514,4647,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",8.0,24.0,23.0,12.0,18.0,23.0,27.0
2515,4647,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",118.0,151.0,149.0,144.0,162.0,165.0,181.0
2516,4647,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",55.0,136.0,135.0,136.0,137.0,135.0,139.0
2517,4647,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",90.0,170.0,185.0,190.0,187.0,206.0,197.0
2518,4647,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",46.0,153.0,155.0,162.0,179.0,223.0,254.0
2519,4647,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",135.0,233.0,203.0,204.0,212.0,222.0,240.0
2520,4647,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",44.0,82.0,74.0,63.0,77.0,95.0,111.0
2521,4648,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",,,6.0,,,,
2522,4648,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",,,15.0,,,,
2523,4648,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",,,5.0,,,,
2524,4648,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",33.0,31.0,26.0,26.0,26.0,21.0,24.0
2525,4648,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",30.0,28.0,29.0,25.0,19.0,16.0,10.0
2526,4648,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",67.0,63.0,69.0,64.0,61.0,55.0,53.0
2527,4648,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",24.0,23.0,21.0,24.0,25.0,38.0,43.0
2528,4648,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",67.0,76.0,75.0,71.0,75.0,79.0,72.0
2529,4648,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",,,11.0,,,,
2530,4649,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",9.0,23.0,15.0,28.0,29.0,42.0,40.0
2531,4649,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",20.0,28.0,18.0,30.0,28.0,29.0,35.0
2532,4649,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",5.0,14.0,15.0,20.0,18.0,21.0,20.0
2533,4649,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",68.0,65.0,87.0,78.0,75.0,92.0,95.0
2534,4649,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",44.0,57.0,58.0,53.0,51.0,62.0,63.0
2535,4649,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",109.0,101.0,107.0,119.0,122.0,143.0,143.0
2536,4649,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",49.0,46.0,51.0,63.0,59.0,51.0,66.0
2537,4649,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",78.0,85.0,71.0,67.0,69.0,75.0,70.0
2538,4649,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",14.0,37.0,30.0,48.0,47.0,63.0,60.0
2539,4650,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",53.0,62.0,65.0,63.0,60.0,55.0,59.0
2540,4650,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",35.0,35.0,36.0,38.0,31.0,32.0,31.0
2541,4650,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",17.0,15.0,12.0,18.0,20.0,25.0,20.0
2542,4650,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",105.0,112.0,113.0,119.0,111.0,112.0,110.0
2543,4650,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",29.0,41.0,40.0,42.0,51.0,47.0,40.0
2544,4650,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",66.0,69.0,82.0,71.0,78.0,71.0,65.0
2545,4650,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",45.0,40.0,60.0,62.0,69.0,75.0,93.0
2546,4650,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",94.0,101.0,91.0,89.0,86.0,93.0,93.0
2547,4650,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",70.0,77.0,77.0,81.0,80.0,80.0,79.0
2548,4651,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",11.0,23.0,29.0,30.0,27.0,23.0,28.0
2549,4651,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",28.0,29.0,34.0,36.0,36.0,30.0,30.0
2550,4651,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",8.0,12.0,13.0,10.0,12.0,11.0,9.0
2551,4651,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",47.0,64.0,76.0,76.0,75.0,64.0,67.0
2552,4651,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",28.0,30.0,31.0,32.0,30.0,44.0,48.0
2553,4651,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",96.0,95.0,77.0,93.0,93.0,90.0,87.0
2554,4651,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",44.0,46.0,59.0,67.0,96.0,70.0,79.0
2555,4651,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",87.0,76.0,94.0,91.0,83.0,86.0,93.0
2556,4651,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",19.0,35.0,42.0,40.0,39.0,34.0,37.0
2557,5001,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",246.0,253.0,249.0,275.0,307.0,304.0,337.0
2558,5001,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",552.0,557.0,552.0,580.0,601.0,619.0,643.0
2559,5001,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",152.0,154.0,176.0,207.0,207.0,220.0,247.0
2560,5001,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",970.0,986.0,998.0,1085.0,1140.0,1143.0,1227.0
2561,5001,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",973.0,973.0,994.0,1008.0,1296.0,1292.0,1442.0
2562,5001,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",1545.0,1588.0,1582.0,1651.0,1662.0,1649.0,1775.0
2563,5001,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",522.0,483.0,479.0,466.0,966.0,989.0,1082.0
2564,5001,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",783.0,783.0,784.0,797.0,841.0,775.0,787.0
2565,5001,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",398.0,407.0,425.0,482.0,514.0,524.0,584.0
2566,5006,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",89.0,77.0,86.0,75.0,93.0,103.0,96.0
2567,5006,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",95.0,89.0,96.0,92.0,93.0,99.0,99.0
2568,5006,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",38.0,40.0,43.0,42.0,44.0,47.0,47.0
2569,5006,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",244.0,230.0,248.0,235.0,256.0,249.0,242.0
2570,5006,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",110.0,107.0,103.0,108.0,110.0,124.0,118.0
2571,5006,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",236.0,253.0,256.0,237.0,263.0,257.0,249.0
2572,5006,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",182.0,171.0,166.0,139.0,149.0,176.0,188.0
2573,5006,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",278.0,284.0,304.0,289.0,264.0,241.0,218.0
2574,5006,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",127.0,117.0,129.0,117.0,137.0,150.0,143.0
2575,5007,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",21.0,24.0,31.0,34.0,49.0,47.0,41.0
2576,5007,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",38.0,36.0,38.0,39.0,41.0,44.0,42.0
2577,5007,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  67-79 år (antall)",11.0,14.0,15.0,12.0,12.0,19.0,21.0
2578,5007,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  i alt (antall)",84.0,90.0,101.0,100.0,115.0,110.0,104.0
2579,5007,"Hjemmetjenestebrukere, middels bistandsbehov, 0-66 år (antall)",90.0,72.0,72.0,66.0,64.0,77.0,73.0
2580,5007,"Hjemmetjenestebrukere, middels bistandsbehov, 67 år og over (antall)",169.0,170.0,166.0,169.0,160.0,150.0,166.0
2581,5007,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 0-66 år (antall)",186.0,212.0,236.0,236.0,229.0,255.0,163.0
2582,5007,"Hjemmetjenestebrukere, noe/avgrenset bistandsbehov, 67 år og over (antall)",220.0,199.0,252.0,245.0,227.0,223.0,225.0
2583,5007,"Hjemmetjenestebrukere, omfattende bistandsbehov, 67 år og over (antall)",32.0,38.0,46.0,46.0,61.0,66.0,62.0
2584,5014,"Hjemmetjenestebrukere,  omfattende bistandsbehov  80 år og over (antall)",7.0,8.0,,,,,
2585,5014,"Hjemmetjenestebrukere,  omfattende bistandsbehov,  0-66 år (antall)",26.0,22.0,,,,,
